,target,lastAccelerometerValues[0]_mean_D,lastAccelerometerValues[1]_mean_D,lastAccelerometerValues[2]_mean_D,lastAccelerometerValues[0]_var_D,lastAccelerometerValues[1]_var_D,lastAccelerometerValues[2]_var_D,lastAccelerometerValues[0]_skew_D,lastAccelerometerValues[1]_skew_D,lastAccelerometerValues[2]_skew_D,lastAccelerometerValues[0]_kurtosis_D,lastAccelerometerValues[1]_kurtosis_D,lastAccelerometerValues[2]_kurtosis_D,lastGyroscopeValues[0]_mean_D,lastGyroscopeValues[1]_mean_D,lastGyroscopeValues[2]_mean_D,lastGyroscopeValues[0]_var_D,lastGyroscopeValues[1]_var_D,lastGyroscopeValues[2]_var_D,lastGyroscopeValues[0]_skew_D,lastGyroscopeValues[1]_skew_D,lastGyroscopeValues[2]_skew_D,lastGyroscopeValues[0]_kurtosis_D,lastGyroscopeValues[1]_kurtosis_D,lastGyroscopeValues[2]_kurtosis_D,lastMagnetometerValues[0]_mean_D,lastMagnetometerValues[1]_mean_D,lastMagnetometerValues[2]_mean_D,lastMagnetometerValues[0]_var_D,lastMagnetometerValues[1]_var_D,lastMagnetometerValues[2]_var_D,lastMagnetometerValues[0]_skew_D,lastMagnetometerValues[1]_skew_D,lastMagnetometerValues[2]_skew_D,lastMagnetometerValues[0]_kurtosis_D,lastMagnetometerValues[1]_kurtosis_D,lastMagnetometerValues[2]_kurtosis_D,lastAccelerometerValues[0]_mean_U,lastAccelerometerValues[1]_mean_U,lastAccelerometerValues[2]_mean_U,lastAccelerometerValues[0]_var_U,lastAccelerometerValues[1]_var_U,lastAccelerometerValues[2]_var_U,lastAccelerometerValues[0]_skew_U,lastAccelerometerValues[1]_skew_U,lastAccelerometerValues[2]_skew_U,lastAccelerometerValues[0]_kurtosis_U,lastAccelerometerValues[1]_kurtosis_U,lastAccelerometerValues[2]_kurtosis_U,lastGyroscopeValues[0]_mean_U,lastGyroscopeValues[1]_mean_U,lastGyroscopeValues[2]_mean_U,lastGyroscopeValues[0]_var_U,lastGyroscopeValues[1]_var_U,lastGyroscopeValues[2]_var_U,lastGyroscopeValues[0]_skew_U,lastGyroscopeValues[1]_skew_U,lastGyroscopeValues[2]_skew_U,lastGyroscopeValues[0]_kurtosis_U,lastGyroscopeValues[1]_kurtosis_U,lastGyroscopeValues[2]_kurtosis_U,lastMagnetometerValues[0]_mean_U,lastMagnetometerValues[1]_mean_U,lastMagnetometerValues[2]_mean_U,lastMagnetometerValues[0]_var_U,lastMagnetometerValues[1]_var_U,lastMagnetometerValues[2]_var_U,lastMagnetometerValues[0]_skew_U,lastMagnetometerValues[1]_skew_U,lastMagnetometerValues[2]_skew_U,lastMagnetometerValues[0]_kurtosis_U,lastMagnetometerValues[1]_kurtosis_U,lastMagnetometerValues[2]_kurtosis_U
0,0.0,0.48728858,9.95850202778,-0.81923421,0.0615279228633,0.0227883309732,0.996333912531,-0.164343082719,1.07857662858,-1.41383765917,0.406558366014,1.15237865186,1.94308996186,-0.161174350889,-0.127354091556,0.0335532296,0.0219555882777,0.00727329382269,0.00178711330568,-0.38756597352,-0.275432567862,0.322064068185,-1.6698715721,-1.4966352876,-1.58300620195,-1.02149115556,-41.5064488889,26.2671574444,0.0249346660548,0.0276965056748,0.0672363033085,0.224521497958,0.372332701862,0.516006624441,-1.33653409679,-0.778152033419,-1.32153303544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0,0.461898808528,9.95637438889,-0.868686252111,0.125618289163,0.0290203383131,1.74566567364,-0.897903154187,1.67846235063,-1.38196593725,0.156937796777,1.97691799727,2.09881457711,-0.120450338556,-0.0866995921111,0.0216072932222,0.0432028427967,0.0208298589459,0.00342555478925,-0.547930803142,-0.413588362501,0.663481440857,-1.5343367149,-1.6845054723,-1.40013799323,-0.924513077778,-41.4655897778,26.5058731111,0.0169125281443,0.00626904255573,0.0221010204612,-0.343618252925,-0.198317008862,0.0455102025439,-1.14951414166,-1.67128656377,-0.769227073147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0,0.430088712824,9.95082267647,-0.792887977059,0.177517591827,0.0707316233624,1.81909563484,-1.05835383746,1.71821826498,-1.8268105252,0.0406436495715,1.67425259442,3.67790317429,-0.0275528844118,0.0197691072941,-0.0237049771765,0.019467044713,0.0156238915561,0.00220743905249,-0.536145348201,-0.397728069927,0.559178825035,-1.37344245169,-1.53303234289,-1.38826892223,-0.846523702222,-41.4001465556,26.4234755556,0.0283959065097,0.00904218486714,0.0622347252425,0.106219943127,-0.122260401296,1.12260721103,-1.1841156466,-1.22878148842,0.779598749127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0,0.374560886111,9.9737905,-0.869749278333,0.0996359092015,0.0443617387462,1.77795272948,-0.616768988391,1.40402744958,-1.71032113921,0.180758576763,1.79213930009,2.90913461845,-0.0787785845556,-0.100512187708,0.0182109405833,0.0219088225018,0.0114834794134,0.00145701314092,-0.580847289668,-0.523296472338,0.527987873649,-1.43073727847,-1.41233724877,-1.31257974427,-0.568135575556,-41.0193553333,26.9651626667,0.0238630709561,0.0120994662484,0.0448869150342,0.349091471742,0.207493629214,-0.669845205491,-1.5129749969,-0.944106889366,-0.414540957732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0,0.4105728135,9.9440383,-0.895605472,0.0843451395125,0.0232994007132,0.973316312558,0.110052314336,1.2168489152,-1.21745578737,0.713509236964,1.64520787618,1.99109959801,-0.0636540462105,-0.0201849691579,0.0213213469632,0.0151885270071,0.0111108946212,0.00129580032171,-0.64115931463,-0.389401244488,0.585970199388,-1.30332079806,-1.66602339328,-1.52055111677,-0.814056406,-40.6369022,27.5195314,0.0101538604521,0.0171395824202,0.0289021174016,0.558980526216,0.484885494232,-0.792752144335,-0.755186443684,-0.368763099759,0.344389959541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0,0.40237903375,9.933358125,-0.92132759125,0.0495129394103,0.018759970976,0.801248425891,0.149601294385,0.816268520642,-1.48026580513,1.09804303939,0.942568655525,1.77617388545,-0.0720930102625,-0.0488948825813,0.0151128769075,0.00966184308799,0.00798976281314,0.000448790871494,-0.702072109409,-0.313872603037,0.5125829369,-1.18096248638,-1.77958403844,-1.45986930182,-0.91686248375,-40.701866125,27.316665625,0.0138996607053,0.0232999783536,0.025578040864,0.363836191103,0.962987303082,0.635377094791,-1.40315742877,-0.288816431432,-0.785612749864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.0,0.397093028889,9.93071952778,-0.934686871667,0.0743914619637,0.0126970743119,0.832821333422,-0.0889424560765,1.0729312698,-1.32538998201,0.467303033324,1.73772153847,1.59737946181,-0.0918354724471,-0.0725748408206,0.0193059583112,0.0156234488585,0.00667585265521,0.0012338853663,-0.418862211554,-0.418361976299,0.501126704742,-1.54756877106,-1.50739150848,-1.42949517095,-0.534905325556,-40.9098306667,27.2994995556,0.00801357102801,0.032350071976,0.0851181119298,-1.32532506181,-0.65594723229,0.987106239138,1.09623905627,-0.12277171599,0.648752655585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.0,0.347707112889,9.94919594444,-0.797164916667,0.0481178255036,0.0095315686685,0.568688772133,0.370894939482,0.875274399497,-0.855356787728,0.549215667433,1.02338243346,0.955868780021,-0.0683710440059,-0.0708128984471,0.0223940679241,0.00722810536781,0.00288177788978,0.000825130611306,-0.650882511532,-0.216439805186,0.353379859227,-1.15232322015,-1.37484483277,-1.63259641352,-0.315856934444,-40.7919992222,27.440728,0.00899916311428,0.0275744937951,0.0390307536778,-0.261959588666,0.447740596742,-0.523275389695,-1.03052967385,-1.29855435598,-0.843627596494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.0,0.335359460765,9.9309755,-1.03934972235,0.018898106648,0.0130613959449,0.42466615442,-1.27637337845,0.339361513295,-1.65437080598,0.796380929544,1.29503004228,2.15873035796,-0.0539263554941,-0.0319007421765,0.0083483528,0.00575266342994,0.0017772290638,0.000332101411989,-0.900035045587,-0.628815119474,0.856514356665,-0.845227505455,-1.28405818755,-0.987083592037,-0.181388855375,-40.496826125,27.537536625,0.0122128039079,0.0248359587969,0.033165649292,-0.0587640248129,-0.00312244437324,0.0277074837653,-1.45822475696,-1.3760835546,-0.849807094697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.0,0.359406366111,9.93444066667,-0.898330697,0.061025729935,0.0125594632921,0.621046153075,0.384215747626,1.11781024639,-1.03639156762,0.246350444694,1.34775563578,1.53706361055,-0.0603601788835,-0.0389072190765,0.0117954925118,0.00679119959305,0.00394387845618,0.00106905813114,-0.869944821034,-0.362588498432,0.491247725864,-0.916149296574,-1.410623308,-1.54651204464,-0.215318468444,-40.6080457778,27.7330186667,0.0130045977096,0.0227314482366,0.0207262949418,-0.410286062753,0.231337758096,-0.225432141237,-0.207686922311,-1.33854808126,-0.969108837991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1.0,0.325508626,9.93622026667,-0.920611579333,0.0129661410562,0.0107924015181,0.356801141011,-0.241590790169,-0.180328870118,-1.56215973078,-0.589457527525,0.698383567166,1.89693742809,-0.0410165790563,-0.0241641995,0.01389121995,0.00283809342791,0.000954765773916,9.62412408431e-05,-1.05643469832,-0.801817935986,-0.559553555142,-0.415450541948,-0.773860690941,-0.0494121786501,-0.12607574325,-40.637397875,27.837944,0.0110227479086,0.0463619924739,0.0435081641012,-0.14564006769,0.451176873001,0.42393889511,-1.40114059965,-1.17156476779,-1.17533515885,0.5887146,9.833008,0.029815674,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.010681152,-0.016525269,0.017410278,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-3.0,,,,,,,,,,,,
11,1.0,0.330013498588,9.93055282353,-0.952786609118,0.0289684803902,0.0102387718852,0.518159399213,-0.935330620277,0.442471472163,-1.53005044862,0.556800595341,1.57508220217,2.13878545787,-0.0537854365235,-0.0244311161729,0.0153162337388,0.00598233303631,0.000708275938825,0.000723688289284,-0.990580248476,-0.790677824529,0.833605154156,-0.585023717857,-0.208177429969,-1.12742658064,-0.213962128556,-40.5858361111,27.5989108889,0.0131517122742,0.0176568458092,0.0193858755992,-0.532934440944,0.370316985783,-0.872285369731,-0.0876273588957,-1.29002896725,-0.74296428837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1.0,0.4213709825,9.88879309375,-0.947273720562,0.024785286366,0.00560818355794,0.403771069286,0.344414445578,-0.669029329695,-0.670819466817,-0.055286886268,1.25824325766,0.432743025021,-0.0438399321,-0.019733905725,0.00835466385625,0.00341523649604,0.00104736402465,0.000147648151282,-1.03870541806,-0.682939684081,0.634560221238,-0.224258608342,-1.07280815202,-1.09337136109,-0.214470756,-40.5485365556,27.8671265556,0.0126132695765,0.0444136213362,0.0450352207171,0.777871808638,0.209828374939,-0.199529708362,0.207220323706,-1.39969568241,-0.831408913031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1.0,0.280607336094,9.95011902941,-1.01345017176,0.0229101742069,0.0119793410521,0.329111087067,-0.366268640835,0.683703374927,-1.66194353593,1.0846966036,1.14137124437,2.37477450524,-0.0483311970927,-0.0175857542247,0.0206181842067,0.00372639702523,0.000670200442556,0.00071408424907,-0.877640986158,-0.618611921676,0.361637045859,-0.815472798235,-0.666095857201,-1.57560590325,-0.0286102285,-40.66791525,27.75993325,0.00459593140678,0.0103560095052,0.0178777268384,1.52930874529,-0.311466656683,-0.778816824595,0.739225057791,-1.22234775963,0.265139632236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1.0,0.387719548618,9.91246794118,-0.897186285294,0.0481669542922,0.0150875512844,0.740367663745,0.401667795789,0.710230514287,-1.28507597541,0.550239023019,1.22012745294,2.22534572086,-0.0571660996387,-0.0179805753031,0.0261039732594,0.00762113662613,0.00159731084529,0.000736719577287,-0.883815522944,-0.461341331403,0.280361407941,-0.810370257117,-0.646840074727,-1.65670212822,-0.0420464422222,-40.6416153333,27.5941636667,0.005641802515,0.0424668796716,0.0580873965784,1.00259143205,-0.210669382824,-0.0129777504681,0.746122204061,-1.45412760538,-1.43335820115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
