,target,lastAccelerometerValues[0]_mean,lastAccelerometerValues[1]_mean,lastAccelerometerValues[2]_mean,lastAccelerometerValues[0]_var,lastAccelerometerValues[1]_var,lastAccelerometerValues[2]_var,lastAccelerometerValues[0]_skew,lastAccelerometerValues[1]_skew,lastAccelerometerValues[2]_skew,lastAccelerometerValues[0]_kurtosis,lastAccelerometerValues[1]_kurtosis,lastAccelerometerValues[2]_kurtosis,lastGyroscopeValues[0]_mean,lastGyroscopeValues[1]_mean,lastGyroscopeValues[2]_mean,lastGyroscopeValues[0]_var,lastGyroscopeValues[1]_var,lastGyroscopeValues[2]_var,lastGyroscopeValues[0]_skew,lastGyroscopeValues[1]_skew,lastGyroscopeValues[2]_skew,lastGyroscopeValues[0]_kurtosis,lastGyroscopeValues[1]_kurtosis,lastGyroscopeValues[2]_kurtosis,lastMagnetometerValues[0]_mean,lastMagnetometerValues[1]_mean,lastMagnetometerValues[2]_mean,lastMagnetometerValues[0]_var,lastMagnetometerValues[1]_var,lastMagnetometerValues[2]_var,lastMagnetometerValues[0]_skew,lastMagnetometerValues[1]_skew,lastMagnetometerValues[2]_skew,lastMagnetometerValues[0]_kurtosis,lastMagnetometerValues[1]_kurtosis,lastMagnetometerValues[2]_kurtosis
0,0.0,0.686965045294,9.90127823529,-0.129515705141,0.117072561608,0.0353644011482,0.728232481206,-0.407509643317,1.03697542512,-0.938382626524,-0.381726570126,0.130167947366,0.583460736068,-0.106456084529,-0.0702730062941,0.0188374240824,0.0520313078694,0.0307618753447,0.00381353270606,0.23133956451,0.621699683689,-0.0875931649959,-1.56450407716,-1.16357146375,-1.69040792059,-0.88672639375,-41.69864625,26.018714875,0.0163211024482,0.0173080577242,0.0686668511586,-0.846114351669,-0.141092123439,0.461852951134,-0.2514982693,-0.475756412989,-0.440668050331
1,0.0,0.653464828441,9.91971541176,-0.231420174588,0.282010315425,0.0370608333852,2.53868320544,-0.391292451166,1.62592300798,-1.17585723833,-0.982460953031,1.40705495304,1.26219108533,-0.0595335127647,-0.00631534311765,0.00913552735294,0.092789542873,0.073221708536,0.0075206875331,0.148206902318,0.459029838162,-0.23434081473,-1.54080943583,-1.42955186925,-1.47233183664,-0.89530946375,-41.4943695,26.260185375,0.0282748082189,0.0117391588932,0.0585879548082,0.442406809027,0.489307404989,-0.287372336121,-0.324305008198,-0.694539518467,-0.427238740426
2,0.0,0.624609142154,10.0091611538,-0.0868753161538,0.200747011424,0.0969446993726,0.62041838139,0.0925534706116,0.827654491172,0.209987279041,-1.43242180984,-0.499109971724,-1.28466325102,-0.00354221864286,0.0164653228571,-0.0295464650714,0.0383162338762,0.0299891883598,0.00530875631584,0.0543702989542,0.596566249635,-0.400339320689,-1.65128256022,-1.19426005323,-1.47400907432,-0.87367465,-41.4618358571,26.5657697143,0.0173803751042,0.0174656506036,0.0905273569422,-0.0428797464046,-1.18076398269,0.00217079119394,-1.00860346479,0.628059193828,-1.23372215104
3,0.0,0.480761362353,9.93196288235,-0.530382036471,0.174907868081,0.0596904212468,1.97876904999,-0.363809592741,1.17819215471,-1.75431032817,-0.889218305414,0.791285322165,3.34750520059,-0.0010023125625,-0.0139579785,-0.00520277109375,0.0633299318989,0.052846181288,0.00486715196791,0.111607799214,0.434120201671,-0.21930767387,-1.57735476656,-1.38441783979,-1.50490646,-0.446891783,-41.0268785,26.851082,0.0326349618642,0.00837254740925,0.028905036431,0.794942876482,-0.283745791467,0.158826490695,0.00539348076297,-0.768286479746,-1.31623202049
4,0.0,0.469498576471,9.92956991176,-0.654810285294,0.120231300949,0.0323730518679,1.06137128961,-0.0782721057778,0.92135954218,-1.1451746437,-0.500672300475,0.316571240936,1.58318579712,-0.0134663304118,0.0356544041765,0.00956456832353,0.0366892172718,0.0332752011835,0.00296810669408,-0.0133551513404,0.192114130536,-0.0159016526748,-1.6091200185,-1.69406531293,-1.75714365022,-0.874328612222,-40.5561662222,27.6309543333,0.023196137697,0.0197785532582,0.0143929541707,-0.924679096853,-0.612803554993,0.448559455123,0.869310642467,-0.356057338142,-0.908612125583
5,0.0,0.593701678333,9.91316991667,-0.323121385,0.0730751298046,0.0313095263731,0.306700478843,-0.161195049724,0.632554363238,0.0255242222393,-1.03144993021,-0.652126913378,-1.00522158535,-0.0433781943333,-0.0317878728667,-0.000821431916667,0.0257743483032,0.0211861540648,0.00222232682443,0.143426325654,0.592609105687,-0.369946945892,-1.58266685444,-1.27121187898,-1.62676919463,-0.975290933333,-40.7218935,27.4996438333,0.00215633429068,0.0299520509552,0.0293097918138,-0.676361934991,0.868407426836,0.00454998954326,-1.49800496328,-0.133595947361,-1.47880433885
6,0.0,0.472741126875,9.89597271875,-0.481571676713,0.106874437553,0.0227729443686,0.686683366766,-0.295878726074,0.631549009568,-1.54877169374,-0.655007003057,-0.220031580656,2.33254021618,-0.0478467958125,-0.0012087834375,0.00189924226875,0.0340003055829,0.0276388354237,0.00299527038767,0.118441937582,0.234895724633,0.0586638823439,-1.55398088733,-1.57272695167,-1.64381774341,-0.526089137778,-40.9428913333,27.4736192222,0.019108553926,0.034898206466,0.108619766976,-0.63259963727,-0.369674382212,0.804017148368,-0.899087452108,-1.11492003133,-0.735014101098
7,0.0,0.4462656668,9.92617186667,-0.4954823776,0.0775937773537,0.014104621621,0.336148221632,0.13280043119,0.939482547471,-0.134715950067,-1.08205432409,-0.0562405988171,-1.095229025,0.00579325246667,0.01524556498,0.0115366615333,0.0264794966036,0.0195225026566,0.00210041124807,-0.109970035442,0.108041346628,-0.244486216582,-1.65240375654,-1.70260409369,-1.62771336841,-0.35972594625,-40.779686125,27.5728225,0.0184260694794,0.0370241677871,0.0177664169127,-0.242060383382,0.80165143207,-0.0642562260848,-1.35039867225,-0.843615085643,-1.4295283538
8,0.0,0.406350268071,9.90838510714,-0.914149694286,0.0572929679084,0.0226182496859,0.782840477508,-0.112041093922,0.38288797738,-0.792348297198,-1.172271915,-0.81449475799,-0.217642933808,-0.0331257401214,-0.0244609286071,0.00492313934286,0.0129649311003,0.00495252731273,0.00113206238394,-0.0889769166632,0.466373978131,-0.533770392147,-1.47803679565,-1.36498094695,-1.24291107242,-0.244794572857,-40.613665,27.720642,0.0264135434189,0.0201390372031,0.0665044586114,-0.599941689724,0.77852066175,-0.428339233786,-0.611908605457,-0.922888844907,-0.551955661878
9,0.0,0.457590739333,9.9181966,-0.6159220402,0.0858881893666,0.0185743682328,0.39454016533,-0.00159057920319,0.849621280198,-0.218931348774,-1.02652591752,0.0145880745658,-0.857832208816,-8.71996428571e-06,0.0477502,-0.000489916392857,0.0236202036261,0.0236939447512,0.00272465467139,-0.147701446144,0.0499084708591,-0.059650687046,-1.63975972183,-1.72046992897,-1.77561286949,-0.258064267125,-40.582657375,27.736091625,0.0166971215878,0.0145204713922,0.0599920216867,-0.293945001533,-0.607370970753,0.32986285484,-0.945166085304,-0.612982800579,-0.386512749024
