,target,lastAccelerometerValues[0]_mean,lastAccelerometerValues[1]_mean,lastAccelerometerValues[2]_mean,lastAccelerometerValues[0]_var,lastAccelerometerValues[1]_var,lastAccelerometerValues[2]_var,lastAccelerometerValues[0]_skew,lastAccelerometerValues[1]_skew,lastAccelerometerValues[2]_skew,lastAccelerometerValues[0]_kurtosis,lastAccelerometerValues[1]_kurtosis,lastAccelerometerValues[2]_kurtosis,lastGyroscopeValues[0]_mean,lastGyroscopeValues[1]_mean,lastGyroscopeValues[2]_mean,lastGyroscopeValues[0]_var,lastGyroscopeValues[1]_var,lastGyroscopeValues[2]_var,lastGyroscopeValues[0]_skew,lastGyroscopeValues[1]_skew,lastGyroscopeValues[2]_skew,lastGyroscopeValues[0]_kurtosis,lastGyroscopeValues[1]_kurtosis,lastGyroscopeValues[2]_kurtosis,lastMagnetometerValues[0]_mean,lastMagnetometerValues[1]_mean,lastMagnetometerValues[2]_mean,lastMagnetometerValues[0]_var,lastMagnetometerValues[1]_var,lastMagnetometerValues[2]_var,lastMagnetometerValues[0]_skew,lastMagnetometerValues[1]_skew,lastMagnetometerValues[2]_skew,lastMagnetometerValues[0]_kurtosis,lastMagnetometerValues[1]_kurtosis,lastMagnetometerValues[2]_kurtosis
0,0.0,0.593410485062,8.24847984375,5.87234208125,0.213088040611,0.00338823910012,1.42206871839,-0.275640733838,-0.729655442497,-0.46648987482,-1.37497659243,-0.571356868551,-1.07042114799,-0.09828186225,-0.0075120915625,0.0414524075187,0.0578027934687,0.0455490810687,0.00357667055783,0.368135597067,0.41139173171,-0.0491339739388,-1.29607599891,-1.46795669201,-1.43829100027,-5.10450084286,-44.1476007143,-2.9220581,0.00668804092681,0.0120411874151,0.0226643945156,-0.328491597832,0.153254392734,-0.267952413946,-1.46621578874,-1.48154101625,-0.893335653293
1,0.0,0.80085871,8.20441738462,6.54436777692,0.445396563501,0.0135219779424,1.92463583627,-0.646000260854,0.0407212347988,-0.535882025963,-0.854457284142,-1.19492970964,-0.902245278546,-0.209926062714,-0.0448815477143,0.0986349928214,0.118183484177,0.104204244926,0.00706824494288,0.385188115526,0.351694645268,-0.18951156899,-1.28771940058,-1.42473457841,-1.36655096341,-5.24597167143,-44.180734,-2.74549212857,0.0343178981604,0.0353401729349,0.0646861467387,-0.0686006772049,-0.889226571057,-1.13132137172,-1.63477861421,0.123861722277,0.366883172208
2,0.0,0.858820238214,8.25048703571,6.55991256071,0.397291645421,0.0300050154642,1.84750355062,-0.692408069163,0.679698037231,-0.564458006417,-0.682199488997,-0.64895208213,-0.888539990109,-0.173274995857,0.02231325475,0.0764754151071,0.146522798027,0.100965354165,0.00957809124529,0.21644544524,0.244304655878,-0.326291002881,-1.50137633213,-1.49664599116,-1.32263398354,-5.18014092857,-44.1994805714,-2.2125244,0.0284974416655,0.0217988812337,0.126145649957,0.466097770741,0.599827005085,0.385135723433,-1.13456641785,-0.838688506228,-1.27168118614
3,0.0,0.681414797733,8.37272643333,6.18399762,0.387720613811,0.032459141692,2.50316509631,-0.478469478668,0.947139358472,-0.619334093237,-1.11727578165,0.839982413759,-0.7452844722,-0.160682171333,-0.0139953593333,0.0514434812467,0.119045671262,0.116777104471,0.00741162449363,0.398868731655,0.507298411044,-0.131724090775,-1.26072889915,-1.36592522666,-1.31118207119,-5.1025390875,-44.22359475,-1.9432067875,0.0233337083378,0.0205712992452,0.222563966369,-0.0260103262049,-0.355504215757,1.10857931311,-1.69590800561,-0.911503103872,0.386075979224
4,0.0,0.59160563872,8.41819166667,5.84469299667,0.310818461875,0.0296147759936,3.31618507176,-0.734086503784,0.155643194809,-1.29503655434,-0.99820012343,-1.32147552545,1.04390041289,-0.273078410733,-0.109122720027,0.0844258638867,0.0977797796949,0.118433555788,0.00467908786029,0.322740407363,0.452098014245,-0.124554021918,-1.22520223331,-1.3143151851,-1.33651544163,-5.04074105,-44.165611625,-1.80892945,0.0533659508199,0.0358838194582,0.105088126169,0.111098627576,0.0290635528599,0.927664029184,-0.950155621668,-0.855233477152,-0.0739786605696
5,0.0,0.996948246667,8.21974473333,6.2643931,0.225253338097,0.0213166771153,0.90658891971,-0.506781223247,0.834897450122,-0.38639446261,-1.02406776595,-0.21160759024,-0.730558458993,-0.0866718293125,0.01287937,0.0465650569375,0.0856582226371,0.0790083073015,0.00862433689825,0.266056256045,0.221814218134,-0.579577103504,-1.42260736693,-1.47964047325,-1.06832639227,-5.31692505,-44.111061,-2.2388458125,0.0233104310003,0.033424481939,0.0936530762572,-0.785575689085,0.663131803528,-1.09132811299,-0.6222869827,-0.106663730603,0.740949277719
6,0.0,0.736346315462,8.39952557692,6.25161572308,0.617247393595,0.0243189600095,4.12332202978,-0.317016565517,0.669657839437,-1.02613130473,-1.32380807188,-0.566323649545,0.481312289116,-0.269354139112,-0.127696989571,0.0947984973571,0.1300595686,0.116400861679,0.00990781372093,0.467030147157,0.56769280937,-0.295442602431,-1.03779274104,-0.972105436665,-1.12632672358,-5.08619037143,-44.2280358571,-1.80119105714,0.0616134360725,0.00190170700441,0.0636664486301,-0.13637973011,-0.938649605656,-0.15846521409,-1.351660194,-1.02363860765,-1.28313413512
7,0.0,0.862782531053,8.34487036842,6.07144169474,0.384824663549,0.0204060872275,2.39402056837,-0.37612993143,-0.000362458187158,-0.515852725215,-1.20784788513,-0.612275244138,-0.85828462702,-0.0685607072222,0.0779931808333,-0.00123426663889,0.206370776111,0.177725347634,0.0202356593032,-0.00644141115398,-0.0745584091579,-0.121309819142,-1.60649792191,-1.66151633554,-1.56368814359,-5.22749156667,-44.2214964444,-1.44670274444,0.0251531786939,0.0108100070574,0.0798606195022,0.4060592508,0.147012049928,0.0946011698712,-0.946018940366,-0.329840399318,-1.43672584448
8,0.0,0.449117804923,8.52597746154,5.44771753846,0.218636323816,0.00692506303902,1.42462993814,-0.313805792072,0.053291683613,-1.4662537993,-1.48868064304,0.436135810596,1.81395082668,-0.09813472225,0.0202178954286,0.0413077219286,0.0302554006719,0.0351013998477,0.00300338828867,0.27661185746,0.0615235791449,0.00853114056052,-1.27693255589,-1.36698757412,-1.35307939524,-4.93748983333,-44.178772,-0.891113286667,0.00642877516175,0.0299258805617,0.0397364282227,0.00571025157437,-0.494530260691,1.00331102691e-07,-1.5073819971,-0.601206428933,-1.5
9,0.0,0.613426605421,8.44687934211,5.74538702632,0.291587792531,0.00936257653426,2.21388190559,0.0236005217255,-0.0680360967153,-0.810523140249,-1.37943992552,-0.715437476553,0.275229428628,-0.0719884232778,0.0381198472222,0.0144780468889,0.140163723862,0.149126574831,0.0119167819605,0.131410290444,0.0522158886743,-0.184943554136,-1.54380548306,-1.6263616693,-1.51072974269,-5.59963647778,-43.8405354444,-0.939771864444,0.0385333505577,0.00885951712914,0.0708966460999,-0.324563530764,-0.404331594091,-0.776584727959,-1.11027650921,0.565582850001,-0.646111795237
